Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
безработица,5376,unemployment,,N.Fem.Inan,B2,LM,2,безработица,Nom.Sing,За последние шесть лет безработица снизилась на двенадцать процентов.,During the last six years the unemployment rate decreased by twelve percent.,,_,"люди, политика, мера",,,
безработица,5377,unemployment,,N.Fem.Inan,B2,LM,3,безработице,Dat.Sing,За последний год пособия по безработице получили четыре тысячи человек.,Last year four thousand people got unemployment support.,,_,"люди, политика, мера",,,
безработный,5378,unemployed,,N.Masc.Anim,B2,"LM, Поехали",1,безработных,Gen.Plur,"На заседании министр отметил, что число безработных выросло по сравнению с 2015 годом.",During the meeting the Minister said that the number of unemployed people increased compared to 2015.,,_,"описание, люди, политика",,,
безработный,5379,unemployed,,A,B2,"LM, Поехали",2,безработная,Nom.Fem.Sing,Он не может сейчас бросить работу: у него безработная жена и маленький ребёнок.,He can’t quit his job now: he has an unemployed wife and a small child.,,_,"описание, люди, политика",,,
безработный,5380,unemployed,,N.Masc.Anim,B2,"LM, Поехали",3,безработным,Dat.Plur,Безработным в течение двух месяцев выплачивают пособие и помогают с поиском работы.,Unemployed people get support for two months and get help to find a job.,,_,"описание, люди, политика",,,
бекон,5381,bacon,,N.Masc.Inan,B2,LM,1,бекона,Gen.Sing,Элизабет съела один тост с ломтиком бекона и выпила апельсиновый сок.,Elisabeth ate a piece of toast with a slice of bacon and drank some orange juice.,,_,"еда, магазин",,,
белеть,5382,show white,,V,B2,LM,1,белели,Imperf.Plur.Past,Вдали белели крыши деревенских домов.,In the distance you could see the white roofs of the houses in the village.,,_,описание,,,
белеть,5383,show white,,V,B2,LM,2,белея,Imperf.Gerund,"Подул ветерок, она подошла, белея платьем, к воде.","The wind blew, and she approached the water in a white dress.",,_,описание,,,
белеть,5384,show white,,A,B2,LM,3,белеющих,Gen.Plur,Чуть дальше он увидел несколько белеющих статуй.,A little further away he saw several white statues.,,_,описание,,,
белка,5385,squirrel,,N.Fem.Anim,B2,LM,1,белки,Nom.Plur,"В этом парке живут белки, которых часто можно встретить на дорожках.",Squirrels live in this park and you can often see them on the paths.,,_,животные/растения,,,
белка,5386,squirrel,,N.Fem.Anim,B2,LM,2,белок,Gen.Plur,"Он до этого никогда не видел белок и решил, что перед ним мышь.",He had never seen squirrels before and decided that there was a mouse in front of him.,,_,животные/растения,,,
белка,5387,squirrel,,N.Fem.Anim,B2,LM,3,белке,Dat.Sing,"Если дать белке орех, она спрячет его под деревом.","If you give a squirrel a nut, he will hide it under a tree.",,_,животные/растения,,,
белок,5388,protein,,N.Masc.Inan,B2,LM,1,белков,Gen.Plur,"В том, что вы едите, должно быть хотя бы тридцать процентов белков.",The food you eat should contain at least thirty percent protein.,,_,"еда, здоровье",,,
белок,5389,protein,,N.Masc.Inan,B2,LM,2,белка,Gen.Sing,"От витамина А зависит производство коллагена ― белка, отвечающего за упругость кожи.",Vitamin A affects the production of collagen — a protein that makes your skin elastic.,,_,"еда, здоровье",,,
белок,5390,protein,,N.Masc.Inan,B2,LM,3,белок,Nom.Sing,"Подождите, пока белок затвердеет, а затем выключайте плиту.","Wait for the egg white to harden, then turn off the stove.",,_,"еда, здоровье",,,
белорус,5391,Belorussian,,N.Masc.Anim,B2,"LM, МН",1,белорусы,Nom.Plur,Белорусы обычно прекрасно говорят по-русски.,Belorussians usually speak Russian perfectly.,,_,"люди, политика",,,
белорус,5392,Belorussian,,N.Masc.Anim,B2,"LM, МН",2,белоруссы,Nom.Plur,,,,_,"люди, политика",,,
бельгийка,5393,Belgian,,N.Fem.Anim,B2,LM,1,бельгийки,Gen.Sing,"После победы бельгийки в полуфинале, финал ожидается очень интересный.","After the victory of the Belgian in the semifinals, the final is expected to be very interesting.",,_,"люди, политика",,,
бельгийка,5394,Belgian,,N.Fem.Anim,B2,LM,2,бельгийка,Nom.Sing,Компанию в тот момент возглавляла бельгийка Анн Кювельер.,At that time the head of the company was the Belgian Ann Cuvelier.,,_,"люди, политика",,,
белье,5395,underwear,,N.Neut.Inan,B2,LM,1,бельё,Acc.Sing,Не забудь развесить бельё! Машинка только что достирала.,Don’t forget to hang up the laundry. The washing machine has just finished the cycle.,,_,"одежда, магазин",,,
белье,5396,underwear,,N.Neut.Inan,B2,LM,2,бельём,Ins.Sing,Под раковиной стояла корзина с грязным бельём.,The basket with dirty laundry was under the sink.,,_,"одежда, магазин",,,
белье,5397,underwear,,N.Neut.Inan,B2,LM,3,белья,Gen.Sing,На Новый год мы подарили Петровым комплект красивого постельного белья.,For New Year’s Eve we gave the Petrovs a set of beautiful bed linen as a present.,,_,"одежда, магазин",,,
беременный,5398,pregnant,,A,B2,LM,1,беременных,Gen.Plur,В московский роддом №4 я пришла на курсы для беременных.,I arrived at Moscow birth center number 4 for childbirth classes.,,_,"описание, люди, здоровье",,,
беременный,5399,pregnant,,A,B2,LM,2,беременная,Nom.Fem.Sing,"Сам знаешь, у меня пять дочек. Да ещё жена беременная.",You know yourself that I have five daughters. Plus my wife is pregnant.,,_,"описание, люди, здоровье",,,
беременный,5400,pregnant,,A,B2,LM,3,беременна,Fem.Sing,"Я не могла поверить своим глазам, когда узнала, что беременна!",I couldn’t believe my eyes when I found out that I was pregnant!,,_,"описание, люди, здоровье",,,
берет,5401,beret,,N.Masc.Inan,B2,LM,1,берете,Loc.Sing,"Желая быть похожим на местных, по Парижу он ходил в красном берете и шарфике, с фотоаппаратом через плечо.","Trying to look like the locals, he walked around Paris dressed in red beret and scarf, with a camera over his shoulder.",,_,одежда,,,
беседка,5402,gazebo,,N.Fem.Inan,B2,LM,1,беседки,Gen.Sing,Вокруг беседки Костя посадил розы.,Kostya planted roses around the gazebo.,,_,"жильё, свободное время",,,
беседка,5403,gazebo,,N.Fem.Inan,B2,LM,2,беседке,Loc.Sing,Летними вечерами они собирались в беседке рядом с домом и пили чай.,During summer evenings they gathered at a gazebo near the house and drank tea.,,_,"жильё, свободное время",,,
беседка,5404,gazebo,,N.Fem.Inan,B2,LM,3,беседка,Nom.Sing,"Рядом с главным домом теперь стоит детская беседка, которую построили по старым фотографиям.",Now there is a gazebo for children near the house. It was built according to old photographs.,,_,"жильё, свободное время",,,
бесконечный,5405,infinite,,A,B2,LM,1,бесконечного,Gen.Neut.Sing,Трудно было выбрать из бесконечного множества вариантов.,It was hard to choose from the countless number of options.,,_,"описание, время, мера",,,
бесконечный,5406,infinite,,A,B2,LM,2,бесконечных,Gen.Plur,"Она устала от бесконечных вопросов про то, когда выйдет замуж.",She was tired of the countless questions about when she was going to get married.,,_,"описание, время, мера",,,
бесконечный,5407,infinite,,A,B2,LM,3,бесконечное,Acc.Neut.Sing,"Это мой самый любимый фильм! Его можно смотреть бесконечное число раз, и каждый раз он будет интересным и смешным.",This is my favorite movie! I can watch it countless times and I still find it interesting and funny.,,_,"описание, время, мера",,,
бескорыстный,5408,selfless,,A,B2,LM,1,бескорыстным,Ins.Masc.Sing,"В своём стремлении помочь, Антон был совершенно бескорыстным.",Anton was absolutely selfless when trying to help others.,,_,"описание, внутренний мир, люди",,,
бескорыстный,5409,selfless,,A,B2,LM,2,бескорыстное,Nom.Neut.Sing,"Это было бескорыстное дружеское общение, не предполагавшее никаких материальных выгод.",It was a selfless friendly communication without any financial benefits to any party.,,_,"описание, внутренний мир, люди",,,
бескорыстный,5410,selfless,,A,B2,LM,3,бескорыстная,Nom.Fem.Sing,"Эта книга о том, как человек впервые почувствовал, что в жизни есть бескорыстная любовь.",This is a book about a person who felt for the first time that there is selfless love in the world.,,_,"описание, внутренний мир, люди",,,
беспокоить,5411,disturb,,V,B2,LM,1,беспокоит,Imperf.Sing.3,"— Что вас беспокоит? — Да вот, живот болит сильно.","— Any complaints? — Yes, I have a terrible stomachache.",,_,внутренний мир,,,
беспокоить,5412,disturb,,V,B2,LM,2,беспокоить,Imperf.Inf,Просьба не беспокоить! Идёт совещание.,Do not disturb please! There is a meeting in process.,,_,внутренний мир,,,
беспокоить,5413,disturb,,V,B2,LM,3,беспокоило,Imperf.Neut.Sing.Past,"Его часто беспокоило, что о нём подумают остальные.",He was often anxious about what others would think about him.,,_,внутренний мир,,,
беспокойный,5414,anxious,,A,B2,LM,1,беспокойных,Loc.Plur,Что он видел в своих беспокойных снах?,What did he dream about in his restless sleep?,,_,"описание, внутренний мир",,,
беспокойный,5415,anxious,,A,B2,LM,2,беспокойным,Ins.Neut.Sing,"Иван сидел, почему-то с беспокойным выражением лица.","For some reason, Ivan was sitting there with an anxious expression on his face.",,_,"описание, внутренний мир",,,
беспокойный,5416,anxious,,A,B2,LM,3,беспокойные,Acc.Plur,Беспокойные звонки наиболее крупных клиентов я велела направлять мне.,I ordered that distressed calls from our most important clients be redirected to my phone.,,_,"описание, внутренний мир",,,
беспокойство,5417,anxiety,,N.Neut.Inan,B2,"Golosa, LM",1,беспокойство,Acc.Sing,"Я разделяю Ваше беспокойство, но, к сожалению, мы ничем Вам не можем помочь.",I understand your worries but unfortunately we cannot help you.,,_,внутренний мир,,,
беспокойство,5418,anxiety,,N.Neut.Inan,B2,"Golosa, LM",2,беспокойства,Gen.Sing,"Авиакомпания уверяла, что причин для беспокойства нет: все самолёты проходят своевременную проверку.",The airline company promised that there was nothing to worry about: all the aircrafts are checked regularly.,,_,внутренний мир,,,
беспокойство,5419,anxiety,,N.Neut.Inan,B2,"Golosa, LM",3,беспокойством,Ins.Sing,Альбина с беспокойством поглядывала на часы.,Albina was anxiously looking at her watch.,,_,внутренний мир,,,
бесполезный,5420,useless,,A,B2,LM,1,бесполезно,Neut.Sing,Сопротивление бесполезно! Сдавайтесь!,Resistance is futile! Give up!,,_,учёба/работа,,,
бесполезный,5421,useless,,A,B2,LM,2,бесполезными,Ins.Plur,На уроках мы занимались совершенно бесполезными вещами.,We were doing absolutely pointless things in class.,,_,"описание, учёба/работа",,,
бесполезный,5422,useless,,A,B2,LM,3,бесполезным,Ins.Neut.Sing,Мыть машину осенью я считаю занятием бесполезным.,I find it pointless to wash my car in the fall.,,_,"описание, учёба/работа",,,
беспомощный,5423,helpless,,A,B2,LM,1,беспомощной,Ins.Fem.Sing,Перед судом она чувствовала себя совершенно беспомощной.,In court she felt completely helpless.,,_,"описание, внутренний мир, люди",,,
беспомощный,5424,helpless,,A,B2,LM,2,беспомощными,Ins.Plur,На фоне отца сыновья казались слабыми и беспомощными.,"Compared to their father, the sons seemed weak and helpless.",,_,"описание, внутренний мир, люди",,,
беспомощный,5425,helpless,,A,B2,LM,3,беспомощным,Ins.Masc.Sing,В этой ситуации он ощущал себя беспомощным.,In that situation he felt helpless.,,_,"описание, внутренний мир, люди",,,
беспорядок,5426,mess,,N.Masc.Inan,B2,"LM, МН",1,беспорядка,Gen.Sing,В комнате постоянно было ощущение беспорядка.,The room always seemed messy.,,_,"люди, жильё",,,
беспорядок,5427,mess,,N.Masc.Inan,B2,"LM, МН",2,беспорядок,Nom.Sing,Какой беспорядок! Срочно убери!,What a mess! Clean it up immediately!,,_,"люди, жильё",,,
беспорядок,5428,mess,,N.Masc.Inan,B2,"LM, МН",3,беспорядком,Ins.Sing,"Она чувствовала, что не сможет справиться с этим беспорядком самостоятельно.",She felt that she couldn’t deal with that mess on her own.,,_,"люди, жильё",,,
бесправный,5429,deprived,,A,B2,LM,1,бесправное,Nom.Neut.Sing,"Люди наконец поняли, что бесправное положение части населения — недопустимая ситуация в двадцать первом веке.",People finally realized that it is unacceptable in the 21st century for part of the society to be deprived of their civil rights.,,_,"описание, внутренний мир, политика",,,
бессмысленный,5430,senseless,,A,B2,LM,1,бессмысленно,Adverb,Спорить с ним было бессмысленно: он не умел слышать аргументов.,It was pointless to argue with him: he couldn’t accept any arguments.,,_,"описание, внутренний мир",,,
бессмысленный,5431,senseless,,A,B2,LM,2,бессмысленны,Plur,Эти споры бессмысленны! Давайте поговорим о чём-нибудь другом.,This arguments are senseless! Let’s talk about something else.,,_,"описание, внутренний мир",,,
бессмысленный,5432,senseless,,A,B2,LM,3,бессмысленными,Ins.Plur,Они заваливали администрацию бессмысленными просьбами.,They sent a lot of senseless requests to the local administration.,,_,"описание, внутренний мир",,,
бессовестный,5433,unscrupulous,,A,B2,LM,1,бессовестная,Nom.Fem.Sing,Вот бессовестная! Врёт и не краснеет!,How unscrupulous she is! She lies without being ashamed for it!,,_,"описание, внутренний мир",,,
бессовестный,5434,unscrupulous,,A,B2,LM,2,бессовестный,Nom.Masc.Sing,Какой ты бессовестный! Ведь мы же договаривались…,How unscrupulous you are! Didn’t we have an agreement?..,,_,"описание, внутренний мир",,,
бессовестный,5435,unscrupulous,,A,B2,LM,3,бессовестна,Fem.Sing,Она была совершенно бессовестна и не скрывала этого.,She was absolutely unscrupulous and didn’t hide it.,,_,"описание, внутренний мир",,,
бессонница,5436,insomnia,,N.Fem.Inan,B2,LM,1,бессонницы,Gen.Sing,"Мне нужны таблетки от бессонницы, но я так не хочу идти к врачу.",I need pills to cure insomnia but I don’t want to see the doctor.,,_,"люди, здоровье",,,
бессонница,5437,insomnia,,N.Fem.Inan,B2,LM,2,бессонницу,Acc.Sing,Чем обычно лечат бессонницу?,How insomnia is usually treated?,,_,"люди, здоровье",,,
бессонница,5438,insomnia,,N.Fem.Inan,B2,LM,3,бессонницей,Ins.Sing,"С тех пор, как я страдаю бессонницей, моя жизнь превратилась в ад.",Since I started having insomnia my life became a living hell.,,_,"люди, здоровье",,,
бестактный,5439,tactless,,A,B2,"LM, МН",1,бестактного,Gen.Masc.Sing,Владимир был в шоке от столь бестактного поступка.,Vladimir was shocked by such tactless behavior.,,_,"описание, общение",,,
бесцветный,5440,colorless,,A,B2,LM,1,бесцветное,Inan.Acc.Neut.Sing,"Когда он добавил в банку какое-то бесцветное вещество, всё вдруг начало дымиться.","When he added some colorless substance to the jar, everything suddenly began to smoke.",,_,описание,,,
бесценный,5441,priceless,,A,B2,LM,1,бесценных,Gen.Plur,На выставке представлены несколько десятков бесценных экспонатов.,The exhibition presents several dozen priceless exhibits.,,_,"описание, магазин, мера",,,
бесценный,5442,priceless,,A,B2,LM,2,бесценным,Ins.Neut.Sing,Эти археологические находки были бесценным сокровищем для всего научного сообщества.,These archaeological finds were a priceless treasure for the entire scientific community.,,_,"описание, магазин, мера",,,
бесценный,5443,priceless,,A,B2,LM,3,бесценный,Inan.Acc.Masc.Sing,Преступники похитили бесценный экспонат — знаменитые «Подсолнухи» Ван Гога.,"Thieves stole a priceless exhibit — van Gogh’s famous ""Sunflowers"".",,_,"описание, магазин, мера",,,
бесшумный,5444,silent,,A,B2,LM,1,бесшумными,Ins.Plur,Бесшумными шагами кошка подбиралась к столу.,The cat crept up to the table with silent steps.,,_,"описание, мера",,,
бесшумный,5445,silent,,A,B2,LM,2,бесшумные,Nom.Plur,Бесшумные автомобили стали настоящей проблемой для безопасности на дорогах — пешеходы их просто не замечают!,Silent cars have become a real problem for traffic safety — pedestrians simply do not notice them!,,_,"описание, мера",,,
бесшумный,5446,silent,,A,B2,LM,3,бесшумного,Gen.Masc.Sing,Долгие годы разработок понадобились для изобретения бесшумного двигателя.,Invention of the silent engine required many years of work.,,_,"описание, мера",,,
бетон,5447,concrete,,N.Masc.Inan,B2,LM,1,бетон,Nom.Sing,Почему бетон такого цвета?,Why does concrete have that color?,,_,жильё,,,
бетон,5448,concrete,,N.Masc.Inan,B2,LM,2,бетонов,Gen.Plur,,,,_,жильё,,,
библия,5449,Bible,,N.Fem.Inan,B2,LM,1,библия,Nom.Sing,Главной книгой христиан по всему миру является Библия.,The Bible is the main book of Christians around the world.,,_,внутренний мир,,,
библия,5450,Bible,,N.Fem.Inan,B2,LM,2,библии,Loc.Sing,"К сожалению, про это в Библии не написано.","Unfortunately, nothing about that is written in the Bible.",,_,внутренний мир,,,
библия,5451,Bible,,N.Fem.Inan,B2,LM,3,библию,Acc.Sing,"По данным опроса, меньше трёх процентов православных христиан читали Библию.","According to the survey, less than three percent of Orthodox Christians have read the Bible.",,_,внутренний мир,,,
бильярд,5452,billiards,,N.Masc.Inan,B2,LM,1,бильярд,Acc.Sing,В детстве дедушка учил меня играть в бильярд.,My grandfather taught me to play billiards when I was a child.,,_,свободное время,,,
биржа,5453,stock market,,N.Fem.Inan,B2,LM,1,биржи,Gen.Sing,Колебания биржи занимали всё его свободное время.,The fluctuations of the stock market occupied all his spare time.,,_,"учёба/работа, магазин",,,
биржа,5454,stock market,,N.Fem.Inan,B2,LM,2,бирже,Loc.Sing,Мой муж занимается валютными операциями на бирже.,My husband deals with foreign exchange transactions on the stock market.,,_,"учёба/работа, магазин",,,
биржа,5455,stock market,,N.Fem.Inan,B2,LM,3,биржа,Nom.Sing,Что такое биржа труда? Ты можешь объяснить мне?,What is an employment agency? Can you explain it to me?,,_,"учёба/работа, магазин",,,
битва,5456,fight,,N.Fem.Inan,B2,LM,1,битва,Nom.Sing,В каком году состоялась битва на Калке?,What year did the battle of Kalka take place?,,_,"общение, политика",,,
битва,5457,fight,,N.Fem.Inan,B2,LM,2,битвы,Gen.Sing,Сотни убитых оставались на поле битвы.,Hundreds of dead remained on the battlefield.,,_,"общение, политика",,,
битва,5458,fight,,N.Fem.Inan,B2,LM,3,битву,Acc.Sing,"Сотни людей вступили в битву, но лишь немногим удалось выжить.","Hundreds of people joined the battle, but only a few managed to survive.",,_,"общение, политика",,,
благодарный,5459,grateful,,A,B2,LM,1,благодарны,Plur,Мы очень благодарны вам за такой щедрый подарок!,We are very grateful to you for such a generous gift!,,_,"люди, внутренний мир",,,
благодарный,5460,grateful,,A,B2,LM,2,благодарная,Nom.Fem.Sing,Работать с детьми — благодарная работа.,Working with children is a rewarding job.,,_,"люди, внутренний мир",,,
благодарный,5461,grateful,,A,B2,LM,3,благодарен,Masc.Sing,Я искренне благодарен вам за возможность лично пообщаться с послом.,I am sincerely grateful to you for the opportunity to personally communicate with the ambassador.,,_,"люди, внутренний мир",,,
благородный,5462,gentle,,A,B2,LM,1,благородное,Nom.Neut.Sing,Риск — дело благородное.,Risk is a noble thing.,,_,"описание, внутренний мир",,,
благородный,5463,gentle,,A,B2,LM,2,благородных,Gen.Plur,"Маргарита Павловна, как говорится, была благородных кровей.","Margarita Pavlovna, as they say, was of noble blood.",,_,"описание, внутренний мир",,,
благородный,5464,gentle,,A,B2,LM,3,благородные,Nom.Plur,"В отделке здания использованы благородные материалы: дерево, сталь, природный камень — никакого пластика!","Fine materials are used in the decoration of the building: wood, steel, natural stone — no plastic!",,_,"описание, внутренний мир",,,
благотворительный,5465,charity,,A,B2,LM,1,благотворительных,Loc.Plur,"Тысячи детей ежегодно находят поддержку в благотворительных фондах, которые финансируют их операции.",Thousands of children are supported each year by charities that fund their operations.,,_,"описание, внутренний мир, люди",,,
благотворительный,5466,charity,,A,B2,LM,2,благотворительный,Nom.Masc.Sing,Это хороший благотворительный фонд? Ему можно доверять?,Is it a good charity organization? Can we trust it?,,_,"описание, внутренний мир, люди",,,
благотворительный,5467,charity,,A,B2,LM,3,благотворительные,Nom.Plur,"Благотворительные фонды у нас нередко выполняют те задачи, которые вообще-то должно было выполнить государство.",Charity foundations often perform tasks that the state should take care of.,,_,"описание, внутренний мир, люди",,,
бледнеть,5468,pale,,V,B2,LM,1,бледнеет,Imperf.Sing.3,"Доктор, она бледнеет на глазах! Что делать?","Doctor, she's turning pale! What should we do?",,_,здоровье,,,
бледнеть,5469,pale,,V,B2,LM,2,бледнея,Imperf.Gerund,"Бледнея, она пыталась скрыть правду от начальника.","Turning pale, she tried to hide the truth from her boss.",,_,здоровье,,,
блестеть,5470,shine,,V,B2,LM,1,блестят,Imperf.Plur.3,Капли дождя на листьях красиво блестят на солнце.,The raindrops on the leaves shine beautifully in the sun.,,_,погода,,,
блестеть,5471,shine,,V,B2,LM,2,блестит,Imperf.Sing.3,"Что это блестит там вдалеке? Может, ты видишь?",What's that shining in the distance? Can you see it?,,_,погода,,,
блестеть,5472,shine,,V,B2,LM,3,блестел,Imperf.Masc.Sing.Past,"На безымянном пальце у неё блестел бриллиант, которым было украшено помолвочное кольцо.",On her ring finger there was a shiny diamond set in her engagement ring.,,_,погода,,,
блестящий,5473,shiny,,A,B2,LM,1,блестящую,Acc.Fem.Sing,Татьяне удалось сделать блестящую карьеру на телевидении.,Tatiana managed to make a brilliant career in television.,,_,описание,,,
блестящий,5474,shiny,,A,B2,LM,2,блестящая,Nom.Fem.Sing,Это блестящая идея! Давайте работать над ней.,It's a brilliant idea! Let's work on it.,,_,описание,,,
блестящий,5475,shiny,,A,B2,LM,3,блестящие,Nom.Plur,"Не сказать, что это блестящие идеи, но что-то в них есть.","I can’t say that these are brilliant ideas, but there is something good in them.",,_,описание,,,
ближний,5476,near,,A,B2,LM,1,ближнем,Loc.Masc.Sing,Ситуация на Ближнем Востоке вновь обострилась.,The situation in the Middle East has deteriorated again.,,_,"описание, мера",,,
ближний,5477,near,,A,B2,LM,2,ближнего,Gen.Masc.Sing,Пить алкоголь не принято в странах Ближнего Востока.,Drinking alcohol is not accepted in the Middle East.,,_,"описание, мера",,,
ближний,5478,near,,A,B2,LM,3,ближний,Inan.Acc.Masc.Sing,Снежана нехотя принимала людей в свой ближний круг.,Snezhana grudgingly allowed people into her inner circle.,,_,"описание, мера",,,
близнец,5479,twin,,N.Masc.Anim,B2,LM,1,близнецов,Acc.Plur,Повышается ли с возрастом вероятность родить близнецов?,Does the probability of giving birth to twins increase with age?,,_,люди,,,
близнец,5480,twin,,N.Masc.Anim,B2,LM,2,близнецы,Nom.Plur,"Тихон и Михаил — близнецы, поэтому люди их всё время путают.","Tikhon and Mikhail are twins, so people confuse them all the time.",,_,люди,,,
близнец,5481,twin,,N.Masc.Anim,B2,LM,3,близнецами,Ins.Plur,"Лика обрадовалась, когда узнала, что беременна близнецами.",Lika was happy to find out that she was pregnant with twins.,,_,люди,,,
блин,5482,pancake,,N.Masc.Inan,B2,"MiP, LM",1,блин,Nom.Sing,"Блин на Руси олицетворял Солнце, поэтому был главным блюдом на Масленицу.","In Russia the pancake symbolized the Sun, so it was the main dish on the Maslenitsa holiday.",,_,еда,,,
блин,5483,pancake,,N.Masc.Inan,B2,"MiP, LM",2,блины,Acc.Plur,"Бабушка, как всегда, испекла к моему приезду вкусные блины.","Grandmother, as always, made delicious pancakes for my arrival.",,_,еда,,,
блин,5484,pancake,,N.Masc.Inan,B2,"MiP, LM",3,блинов,Gen.Plur,"Рецепт блинов очень простой: смешиваешь яйца, сахар и муку, а потом наливаешь получившееся тесто на сковородку.","The recipe for pancakes is very simple: mix the eggs, sugar and flour, and then spoon the batter onto a frying pan.",,_,еда,,,
блок,5485,block,,N.Masc.Inan,B2,LM,1,блок,Nom.Sing,Блок питания в двигателе вышел из строя.,The power supply in the engine got broken.,,_,жильё,,,
блок,5486,block,,N.Masc.Inan,B2,LM,2,блока,Gen.Sing,Петров пойдёт на выборы вне блока с «Единой Россией».,Petrov will be a candidate in the elections independent of the bloc with the party «Yedinaya Rossiya».,,_,жильё,,,
блок,5487,block,,N.Masc.Inan,B2,LM,3,блоки,Nom.Plur,По краям трассы стояли бетонные блоки.,There were concrete blocks along the edges of the highway.,,_,жильё,,,
блокнот,5488,notebook,,N.Masc.Inan,B2,"LM, МН",1,блокнот,Acc.Sing,Свои впечатления от поездки он записывал в блокнот.,He wrote down his impressions of the trip in his notebook .,,_,учёба/работа,,,
блондин,5489,blonde,,N.Masc.Anim,B2,LM,1,блондинов,Gen.Plur,"Забавный факт о человеческом теле: в среднем волос у брюнетов меньше, чем у блондинов.","Here is a fun fact about the human body: on average, brunettes have less hair than blondes.",,_,люди,,,
блондин,5490,blonde,,N.Masc.Anim,B2,LM,2,блондин,Nom.Sing,"Это был Филипп Филиппович, полный блондин с приятным круглым лицом и необыкновенно живыми глазами.","It was Philip Philipovich, a plump man with blond hair, a pleasant round face and unusually lively eyes.",,_,люди,,,
блондинка,5491,blonde,,N.Fem.Anim,B2,LM,1,блондинка,Nom.Sing,"Алина — яркая блондинка, с прямыми волосами, которые спадают на лицо, закрывая один глаз.","Alina has light blonde straight hair that falls over her face, covering one eye.",,_,люди,,,
блондинка,5492,blonde,,N.Fem.Anim,B2,LM,2,блондинкой,Ins.Sing,"Позже Жанна признавалась, что уже давно хочет стать блондинкой, но не хочет красить волосы каждый месяц.","Later Zhanna admitted that she has long wanted to be a blonde, but does not want to dye her hair every month.",,_,люди,,,
блондинка,5493,blonde,,N.Fem.Anim,B2,LM,3,блондинке,Dat.Sing,Антон переехал к блондинке Кате в Москву из Вологды.,Anton moved from Vologda to Moscow to live with a blonde-haired woman named Katya.,,_,люди,,,
блузка,5494,blouse,,N.Fem.Inan,B2,"Golosa, LM, МН, Поехали",1,блузку,Acc.Sing,"Таня купила новые брюки, блузку и теперь смотрела на себя в зеркало.",Tanya bought new pants and a blouse and was now looking at herself in the mirror.,,_,"одежда, магазин",,,
блузка,5495,blouse,,N.Fem.Inan,B2,"Golosa, LM, МН, Поехали",2,блузка,Nom.Sing,"На ней был рабочий костюм, брюки, блузка, большие солнечные очки.","She was wearing a work outfit, trousers, blouse, and big sunglasses.",,_,"одежда, магазин",,,
блузка,5496,blouse,,N.Fem.Inan,B2,"Golosa, LM, МН, Поехали",3,блузки,Gen.Sing,На воротничке её блузки была нашивка с логотипом компании.,On the collar of her blouse was an embroidered badge bearing the company's logo.,,_,"одежда, магазин",,,
блюдце,5497,plate,,N.Neut.Inan,B2,LM,1,блюдце,Loc.Sing,"В блюдце было налито молоко для кошки, но пить его она почему-то не хотела.","The saucer was filled with milk for the cat, but for some reason the cat did not want to drink it.",,_,"еда, магазин",,,
блюдце,5498,plate,,N.Neut.Inan,B2,LM,2,блюдца,Acc.Plur,"Чай они наливали не в чашки, а в блюдца.",They poured the tea into saucers instead of cups.,,_,"еда, магазин",,,
богатеть,5499,get richer,,V,B2,LM,1,богатеет,Imperf.Sing.3,"Странно: государство богатеет, а люди в нём беднеют.","It’s strange: the state is getting richer, and the people in it are getting poorer.",,_,"люди, учёба/работа",,,
боевик,5500,militant,,N.Masc.Anim,B2,"Golosa, MiP, LM",1,боевиков,Gen.Plur,"Вчера в Махачкале была задержана группа боевиков, состоящая из двадцати человек.",Yesterday a group of militants consisting of 20 people was detained in Makhachkala.,,_,свободное время,,,
боевик,5501,militant,,N.Masc.Anim,B2,"Golosa, MiP, LM",2,боевики,Nom.Plur,Первого сентября 2004 года вооружённые боевики захватили школу в Беслане. Это стало самым трагическим терактом в истории России.,"On September 1, 2004, armed militants seized a school in Beslan. That was the most tragic terrorist attack in Russia's history.",,_,свободное время,,,
боевик,5502,militant,,N.Masc.Anim,B2,"Golosa, MiP, LM",3,боевик,Nom.Sing,Идёт сейчас в кино какой-нибудь боевик или триллер? Я не люблю мелодрамы.,Are they playing any action or thriller movies at the theater now? I don't like melodramas.,,_,свободное время,,,
бок,5503,side,,N.Masc.Inan,B2,LM,1,бок,Acc.Sing,Пять лет мы работали с ним бок о бок. Как он мог так поступить со мной?,We have been working side by side for five years. How could he do this to me?,,_,здоровье,,,
бок,5504,side,,N.Masc.Inan,B2,LM,2,боку,Loc.Sing,Врачи не советовали мне спать на боку.,The doctors advised me not to sleep on my side.,,_,здоровье,,,
бок,5505,side,,N.Masc.Inan,B2,LM,3,боком,Ins.Sing,"Весело виляя хвостом, Тузик повернулся к сержанту правым боком, дал себя сфотографировать и потом повернулся левым.","Happily wagging his tail, Tuzik turned his right side toward the sergeant, let himself be photographed, and then turned his left side in that direction.",,_,здоровье,,,
бокал,5506,glass,,N.Masc.Inan,B2,"Golosa, MiP, LM",1,бокал,Nom.Sing,На столе стоял недопитый бокал красного вина.,There was an unfinished glass of red wine on the table.,,_,"еда, магазин",,,
